state,year,week,incidence
Kelantan,2015,33,2
Kelantan,2015,34,1
Kelantan,2015,35,0
Kelantan,2015,36,5
Kelantan,2015,37,2
Kelantan,2015,38,2
Kelantan,2015,39,1
Kelantan,2015,40,1
Kelantan,2015,41,0
Kelantan,2015,42,2
Kelantan,2015,43,2
Kelantan,2015,44,2
Kelantan,2015,45,2
Kelantan,2015,46,3
Kelantan,2015,47,3
Kelantan,2015,48,0
Kelantan,2015,49,0
Kelantan,2015,50,1
Kelantan,2015,51,2
Kelantan,2015,52,6
Kelantan,2016,1,1
Kelantan,2016,2,2
Kelantan,2016,3,5
Kelantan,2016,4,4
Kelantan,2016,5,5
Kelantan,2016,6,2
Kelantan,2016,7,6
Kelantan,2016,8,5
Kelantan,2016,9,6
Kelantan,2016,10,6
Kelantan,2016,11,6
Kelantan,2016,12,5
Kelantan,2016,13,6
Kelantan,2016,14,6
Kelantan,2016,15,4
Kelantan,2016,16,11
Kelantan,2016,17,8
Kelantan,2016,18,9
Kelantan,2016,19,9
Kelantan,2016,20,9
Kelantan,2016,21,8
